Brand,Sherry,Model,Price,Year,Kilometer,Color,Province,District,Damage Information
Opel,Corsa,1.4 Design,815000,2017,22000.0,Beyaz,Kocaeli,İzmit,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Turbo Edition,999000,2022,33000.0,Beyaz,Kocaeli,İzmit,Unpainted-Unchanging-Without Tramer
Audi,A4,Sedan 40 TDI Quattro Advanced,3580000,2024,6001.0,Beyaz,Mersin,Akdeniz,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC Elegance,679999,2012,220753.0,Siyah,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Jump,835000,2017,67000.0,Beyaz,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy,1149750,2022,39990.0,Lacivert,Samsun,Tekkeköy,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.0 TSi Impression,1100000,2022,92000.0,Beyaz,Kırklareli,Lüleburgaz,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 AMG,3249990,2022,16988.0,Gri,Samsun,Tekkeköy,Unpainted-Unchanging-Without Tramer
Renault,Taliant,1.0 Tce Joy,740000,2022,94676.0,Beyaz,Konya,Karatay,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320d Standart,1150000,2013,248000.0,Siyah,Karabük,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 180 AMG,2175000,2017,51000.0,Beyaz,Denizli,Sarayköy,Unpainted-Unchanging-Without Tramer
Kia,Cerato,1.6 MPI Concept,919000,2017,97000.0,Beyaz,Denizli,Pamukkale,Unpainted-Unchanging-Without Tramer
Suzuki,Swift,1.2 GLX,975000,2022,14000.0,Diğer,Bursa,Nilüfer,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz E 180 Exclusive,2645000,2018,102600.0,Beyaz,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 TDCi Style,650000,2012,275000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Elegance,2489000,2019,13000.0,Beyaz,Eskişehir,Tepebaşı,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 XL,310000,1993,327000.0,Turkuaz,Bolu,Merkez,Unpainted-Unchanging-Without Tramer
Skoda,Octavia,1.5 e-Tec Elite,1475000,2021,56000.0,Füme,Kocaeli,İzmit,Unpainted-Unchanging-Without Tramer
Audi,A3,Sedan 1.5 TFSI Dynamic,1575000,2020,59000.0,Gri,Kocaeli,İzmit,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 Ti-VCT Trend X,809900,2017,130000.0,Siyah,İstanbul,Esenyurt,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Flame X Pack,1395000,2020,70000.0,Gri,Sakarya,Adapazarı,Unpainted-Unchanging-Without Tramer
Citroen,C4,1.2 PureTech Shine Bold,1455000,2023,23000.0,Gri,İstanbul,Esenyurt,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320i M Sport,3175000,2023,8000.0,Gri,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320d M Sport,1399900,2013,260000.0,Mavi,Adana,Seyhan,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Plus,769500,2023,15000.0,Beyaz,Konya,Selçuklu,Unpainted-Unchanging-Without Tramer
Fiat,500,Ailesi 500L 1.4 Fire Cross Plus,825000,2021,9850.0,Beyaz,Hatay,Antakya,Unpainted-Unchanging-Without Tramer
Kia,Rio,1.4 CRDi Concept,630000,2015,189500.0,Beyaz,Antalya,Serik,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.0 TSi Life,1279000,2024,8315.0,Gri,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Skoda,SuperB,1.5 TSI Premium,1640000,2021,62000.0,Gri,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
Opel,Vectra,1.6 Elegance,385000,2003,320000.0,Gri,Konya,Akşehir,Unpainted-Unchanging-Without Tramer
BMW,1,Serisi 116i Comfort,1065000,2014,87000.0,Beyaz,Bursa,İnegöl,Unpainted-Unchanging-Without Tramer
Peugeot,307,1.6 XT,415750,2001,164000.0,Mavi,Ankara,Beypazarı,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.5 TSi Business,1509999,2020,81000.0,Gri,İstanbul,Kartal,Unpainted-Unchanging-Without Tramer
Mazda,626,2.0,275000,1994,355000.0,Beyaz,İstanbul,Büyükçekmece,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.6 Multijet Urban,795000,2021,168550.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 d BlueTEC Fascination,1775000,2015,65500.0,Beyaz,İstanbul,Sarıyer,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz E 180 Edition,1810000,2015,194000.0,Siyah,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320i ED Luxury Line Plus,1230000,2014,199000.0,Beyaz,Ankara,Sincan,Unpainted-Unchanging-Without Tramer
Seat,Ibiza,1.2 TSI Style,780000,2014,57000.0,Siyah,İstanbul,Küçükçekmece,Unpainted-Unchanging-Without Tramer
BMW,4,Serisi 420i Edition M Sport,4175000,2023,18500.0,Gri,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.2 PureTech Shine,879999,2019,115000.0,Beyaz,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Audi,A3,Sportback 35 TFSI Dynamic,1900000,2022,22000.0,Beyaz,Ankara,Keçiören,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Business,1775000,2019,77000.0,Beyaz,Ankara,Keçiören,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1075000,2017,200000.0,Füme,Adana,Sarıçam,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Business,1498000,2020,154000.0,Siyah,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Renault,Taliant,1.0 Tce Joy,965000,2023,10000.0,Beyaz,Trabzon,Ortahisar,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 Pacific,560000,2004,200751.0,Siyah,Konya,Ereğli,Unpainted-Unchanging-Without Tramer
Nissan,Micra,1.2 Match,460000,2018,20000.0,Gri,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
Hyundai,Accent,Blue 1.6 CRDI Mode Plus,815000,2018,154000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 525d xDrive Premium,1349000,2012,262000.0,Beyaz,Mersin,Yenişehir,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320i First Edition M Sport,2170000,2019,98000.0,Siyah,Konya,Selçuklu,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Equilibre,950000,2023,26000.0,Mavi,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 318i Joy,1395000,2016,142000.0,Beyaz,Bursa,Gemlik,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.6 Ti-VCT Trend X,875000,2017,145000.0,Gri,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.5 TSi Business,1470000,2020,127000.0,Gri,Konya,Akşehir,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.9 TDi,550000,2007,255000.0,Siyah,Bursa,Mustafakemalpaşa,Unpainted-Unchanging-Without Tramer
Renault,Fluence,1.5 dCi Joy,685000,2014,181200.0,Gri,İstanbul,Beylikdüzü,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.5 dCi Stepway,620000,2016,150000.0,Füme,İstanbul,Kartal,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.0 T-GDI Style,1150000,2024,6001.0,Yeşil,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Opel,Meriva,1.6 Enjoy,350000,2004,203000.0,Lacivert,Sakarya,Karasu,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy,558000,2017,205000.0,Beyaz,Ankara,Sincan,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi Touch,745000,2017,193500.0,Beyaz,Hatay,Antakya,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Titanium,1040000,2020,180000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 TDi BlueMotion Highline,1210000,2017,133500.0,Beyaz,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Flame X-Pack,1360000,2022,54000.0,Gri,Antalya,Muratpaşa,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 180 Kompressor BlueEfficiency Avantgarde,1135000,2011,170000.0,Beyaz,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Tofaş,Şahin,1.6 ie,397000,2001,112000.0,Beyaz,Tekirdağ,Çorlu,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Elite Smart,929000,2018,47000.0,Kırmızı,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Urban,825000,2023,16000.0,Beyaz,Konya,Ereğli,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Turbo Edition,1045000,2023,16800.0,Beyaz,Konya,Ereğli,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Highline,1670000,2018,97000.0,Beyaz,Konya,Ereğli,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.4 Swing,189000,1997,257000.0,Bordo,Antalya,Kepez,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Flame X-Pack,1549000,2023,17000.0,Beyaz,Şanlıurfa,Karaköprü,Unpainted-Unchanging-Without Tramer
Seat,Leon,1.6 TDI Style,1150000,2016,117000.0,Mavi,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.4 TDi Comfortline,789900,2017,171000.0,Beyaz,Ankara,Beypazarı,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 Essentia,710000,2013,60000.0,Siyah,Samsun,Bafra,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Titanium,1429000,2023,30000.0,Beyaz,Bursa,Nilüfer,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Urban,844900,2022,81500.0,Beyaz,Ankara,Akyurt,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.4 TSi Comfortline,585000,2008,245000.0,Füme,Antalya,Muratpaşa,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,0.9 TCe Stepway,730000,2018,6070.0,Gri,İstanbul,Kartal,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 D AMG,2269000,2021,124300.0,Lacivert,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz E 200 d Exclusive,3850900,2020,18000.0,Füme,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Peugeot,301,1.2 PureTech Active,598000,2019,122456.0,Beyaz,İzmir,Buca,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.6 TDi Comfortline,889000,2015,199000.0,Beyaz,Denizli,Sarayköy,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Urban,850000,2023,36886.0,Füme,Ankara,Akyurt,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz CLA 200 AMG+,2419000,2022,61820.0,Beyaz,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Touch,885000,2021,63000.0,Kırmızı,Trabzon,Araklı,Unpainted-Unchanging-Without Tramer
MINI,Cooper,1.5 Iconic,2110000,2023,7000.0,Yeşil,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.3 Multijet Pop,625000,2017,105000.0,Beyaz,Kahramanmaraş,Onikişubat,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 TDi BlueMotion Highline,1255000,2016,117000.0,Gri,Afyonkarahisar,Merkez,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1575000,2020,6001.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Dream,1285000,2020,54000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 AMG,3350000,2022,29000.0,Kırmızı,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
BMW,2,Serisi 216d Gran Coupe Sport Line,2195000,2023,38195.0,Gri,İzmir,Gaziemir,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.8 Hybrid Dream,1249900,2022,109000.0,Beyaz,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Dream,1185000,2020,121000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC Eco Executive,1069000,2016,146000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Audi,A6,Sedan 40 TDI Design,4170000,2022,41250.0,Siyah,İzmir,Gaziemir,Unpainted-Unchanging-Without Tramer
Renault,Symbol,1.4 Dynamique,444000,2007,137000.0,Gri,Amasya,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz Maybach S 680,47500000,2024,6666.0,Siyah,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Ford,Focus,1.5 TDCi Titanium,775000,2015,220000.0,Beyaz,İzmir,Gaziemir,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Touch,916900,2021,33730.0,Beyaz,İstanbul,Maltepe,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Essentia,650000,2015,42000.0,Kırmızı,Ankara,Kahramankazan,Unpainted-Unchanging-Without Tramer
Peugeot,208,1.2 PureTech Active,760000,2016,94000.0,Kırmızı,Ankara,Çubuk,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.6 HDi SX,335000,2007,312000.0,Mavi,Ankara,Çubuk,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.6 TDi Comfortline,860000,2012,176500.0,Siyah,İzmir,Tire,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.2 Joy,585000,2016,160000.0,Beyaz,İzmir,Tire,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Urban,688900,2021,118000.0,Mavi,Tekirdağ,Çerkezköy,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz Maybach S 580 Inspiration Plus,36500000,2024,6001.0,Bordo,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy,835000,2023,30000.0,Beyaz,Adana,Seyhan,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320i ED Sport Line,1150000,2015,300000.0,Beyaz,Diyarbakır,Bismil,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.5 TSi Comfortline,1289000,2020,59890.0,Beyaz,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 Blue DCI Touch,1130000,2020,85000.0,Gri,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 Blue DCI Joy,1065000,2021,116000.0,Beyaz,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Turbo Edition,1030000,2023,32000.0,Kırmızı,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.2 Turbo Edition,1100000,2024,17000.0,Beyaz,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Volvo,S90,2.0 D5 Plus Bright,4590000,2024,14000.0,Siyah,Elazığ,Merkez,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy,788000,2022,36500.0,Beyaz,Elazığ,Merkez,Unpainted-Unchanging-Without Tramer
Renault,R,9 1.4 Broadway,300000,1993,233000.0,Beyaz,Şanlıurfa,Haliliye,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 dCi Icon,789000,2016,260000.0,Gri,Elazığ,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz E 200 d Exclusive,4150000,2023,47000.0,Siyah,İzmir,Konak,Unpainted-Unchanging-Without Tramer
Seat,Leon,1.2 TSI Style,985000,2018,122130.0,Beyaz,Rize,Pazar,Unpainted-Unchanging-Without Tramer
Citroen,C-Elysee,1.6 HDi Confort,570000,2017,212000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Kia,Picanto,1.0 MPI,835000,2021,17000.0,Kırmızı,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy Plus,790000,2022,101000.0,Beyaz,Elazığ,Merkez,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.4 T Sport,802500,2015,150000.0,Beyaz,Eskişehir,Odunpazarı,Unpainted-Unchanging-Without Tramer
Ford,Fiesta,1.4 TDCi Comfort,311500,2006,230000.0,Beyaz,Eskişehir,Odunpazarı,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 320i First Edition M Sport,2319000,2021,94400.0,Siyah,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Renault,Fluence,1.5 dCi Touch,740000,2016,170000.0,Beyaz,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Urban Plus,730000,2021,77000.0,Beyaz,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
BMW,7,Serisi 740d xDrive Long M Excellence,6950000,2018,69993.0,Siyah,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Nissan,Micra,1.2 Match,719750,2017,80000.0,Beyaz,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
Nissan,Micra,1.2 Match,590750,2017,12000.0,Kırmızı,İstanbul,Ataşehir,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 525d xDrive Executive Plus,1575000,2014,182000.0,Beyaz,Konya,Akşehir,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.3 Multijet Pop,620000,2017,129000.0,Beyaz,Erzincan,Merkez,Unpainted-Unchanging-Without Tramer
Volvo,V40,Cross Country 1.5 T3 Advance,1369900,2016,59000.0,Kahverengi,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Skoda,Octavia,1.6 TDI Style CR,1085000,2015,159000.0,Beyaz,Ankara,Altındağ,Unpainted-Unchanging-Without Tramer
Opel,Astra,1.6 GL,229000,1993,329000.0,Füme,İstanbul,Pendik,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.0 TSi Highline,1225000,2018,135000.0,Gri,Konya,Beyşehir,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Jump,1010000,2024,8985.0,Beyaz,İstanbul,Sancaktepe,Unpainted-Unchanging-Without Tramer
Skoda,SuperB,2.0 TDI Elegance,735000,2011,280000.0,Beyaz,Ankara,Akyurt,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy,665000,2020,23000.0,Kırmızı,Bursa,Nilüfer,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 Edition 1 AMG,3450000,2022,20000.0,Gri,Mersin,Yenişehir,Unpainted-Unchanging-Without Tramer
Toyota,Auris,1.6 Comfort,625000,2009,129000.0,Füme,Adana,Seyhan,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy Plus,770000,2021,149000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Volkswagen,Golf,1.6 TDi BlueMotion Highline,1225000,2017,159000.0,Gri,Antalya,Manavgat,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.9 TDi Primeline,440000,2006,300000.0,Füme,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.8 Hybrid Flame X-Pack,1500000,2021,23000.0,Gri,Antalya,Konyaaltı,Unpainted-Unchanging-Without Tramer
BMW,1,Serisi 118i First Edition M Sport,1749000,2019,16000.0,Kırmızı,Bursa,Nilüfer,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz A 200 AMG+,2365000,2023,29000.0,Gri,İstanbul,Kadıköy,Unpainted-Unchanging-Without Tramer
Peugeot,508,1.5 BlueHDI Allure,1649900,2022,32000.0,Gri,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Volkswagen,Polo,1.0 TSi Life,980000,2021,144000.0,Bej,İstanbul,Avcılar,Unpainted-Unchanging-Without Tramer
Hyundai,Accent,Era 1.5 CRDi-VGT Start,525000,2012,215200.0,Gri,Ankara,Altındağ,Unpainted-Unchanging-Without Tramer
Citroen,C4,1.6 HDi Confort,455000,2012,384000.0,Beyaz,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
Renault,Symbol,1.2 Joy,579900,2013,17000.0,Beyaz,Balıkesir,Edremit,Unpainted-Unchanging-Without Tramer
BMW,5,Serisi 520d xDrive Luxury Line,2450000,2018,200000.0,Gri,Manisa,Şehzadeler,Unpainted-Unchanging-Without Tramer
Volkswagen,Jetta,1.2 TSi Comfortline,778000,2014,154000.0,Beyaz,Kütahya,Merkez,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ES,335000,2002,400000.0,Gri,İstanbul,Başakşehir,Unpainted-Unchanging-Without Tramer
Fiat,Linea,1.3 Multijet Emotion Plus,329000,2011,307000.0,Gri,İstanbul,Başakşehir,Unpainted-Unchanging-Without Tramer
Renault,Clio,0.9 TCe Joy,685000,2019,77650.0,Kırmızı,Konya,Ereğli,Unpainted-Unchanging-Without Tramer
Dacia,Sandero,1.5 dCi Stepway,797500,2016,89000.0,Kahverengi,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.8 Hybrid Dream,1278750,2021,53000.0,Beyaz,Kocaeli,İzmit,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Stil,680000,2021,44500.0,Füme,Eskişehir,Odunpazarı,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz B 180 Progressive,1880000,2021,64600.0,Beyaz,İstanbul,Sancaktepe,Unpainted-Unchanging-Without Tramer
Cupra,Leon,1.5 eTSI,1710000,2023,38000.0,Kırmızı,Afyonkarahisar,Merkez,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz E 220 D Exclusive,3730000,2019,137000.0,Gri,Ankara,Yenimahalle,Unpainted-Unchanging-Without Tramer
Citroen,C4,1.2 PureTech Feel Bold,1167500,2022,57000.0,Beyaz,İstanbul,Sultanbeyli,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy,640000,2021,97000.0,Mavi,Kilis,Merkez,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Highline,1480000,2017,207000.0,Gri,İzmir,Gaziemir,Unpainted-Unchanging-Without Tramer
BMW,3,Serisi 318i Premium Line,1295000,2018,189950.0,Füme,Antalya,Muratpaşa,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Jump,915000,2023,7150.0,Beyaz,Kayseri,Kocasinan,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 D AMG,2470000,2020,70000.0,Gri,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Touch,1249000,2023,12750.0,Gri,İstanbul,Kartal,Unpainted-Unchanging-Without Tramer
Porsche,Panamera,Diesel,3650000,2012,226000.0,Beyaz,Konya,Karatay,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Plus,740000,2022,54000.0,Beyaz,Kayseri,Kocasinan,Unpainted-Unchanging-Without Tramer
Skoda,Fabia,1.0 GreenTec Premium,989000,2021,24095.0,Kırmızı,Bursa,Orhaneli,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-VTEC ECO Elegance,1455000,2021,33000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy,1145000,2022,49000.0,Beyaz,Osmaniye,Merkez,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.4 Fire Easy Stil,760000,2022,31000.0,Altın,Sakarya,Karasu,Unpainted-Unchanging-Without Tramer
Opel,Corsa,1.4 120.Yıl,888750,2019,47275.0,Kırmızı,Kayseri,Melikgazi,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 D AMG,2400000,2021,110000.0,Beyaz,Malatya,Yeşilyurt,Unpainted-Unchanging-Without Tramer
Audi,A3,Sedan 35 TFSI Advanced,1620000,2021,145000.0,Siyah,İstanbul,Pendik,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Techno Esprit Alpine,1149000,2024,9500.0,Gri,İstanbul,Bağcılar,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.6 Vision,1165000,2020,47200.0,Beyaz,Ankara,Akyurt,Unpainted-Unchanging-Without Tramer
Citroen,C3,1.6 VTi Feel,800000,2017,36000.0,Turuncu,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.5 Blue DCI Touch,1074000,2021,130000.0,Füme,Antalya,Kepez,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Flame X-Pack,1299000,2022,82000.0,Gri,Antalya,Kepez,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.5 dCi Touch,834000,2019,109000.0,Beyaz,Antalya,Kepez,Unpainted-Unchanging-Without Tramer
Fiat,Punto,1.2 Pop,430000,2012,200000.0,Beyaz,Mersin,Yenişehir,Unpainted-Unchanging-Without Tramer
Peugeot,508,1.5 BlueHDI Allure,1425000,2019,51000.0,Siyah,Ankara,Altındağ,Unpainted-Unchanging-Without Tramer
Renault,Clio,1.0 TCe Evolution,975000,2023,35000.0,Siyah,Ankara,Etimesgut,Unpainted-Unchanging-Without Tramer
Volkswagen,Passat,1.6 TDi BlueMotion Impression,1425000,2019,65000.0,Beyaz,Gaziantep,Şehitkamil,Unpainted-Unchanging-Without Tramer
Mercedes,-,Benz C 200 d BlueTEC AMG,1575000,2016,177000.0,Beyaz,Diyarbakır,Bağlar,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.3 Multijet Easy Plus,870000,2023,27500.0,Gri,Kırşehir,Kaman,Unpainted-Unchanging-Without Tramer
Fiat,Egea,1.6 Multijet Easy,910000,2023,56000.0,Beyaz,Adana,Seyhan,Unpainted-Unchanging-Without Tramer
Toyota,Corolla,1.5 Vision,1299900,2024,10500.0,Beyaz,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy,999900,2020,100000.0,Beyaz,Bursa,Osmangazi,Unpainted-Unchanging-Without Tramer
Renault,Megane,1.3 TCe Joy,975000,2020,60000.0,Beyaz,Düzce,Akçakoca,Unpainted-Unchanging-Without Tramer
Opel,Meriva,1.6 Essentia,524750,2005,68000.0,Gri,Eskişehir,Odunpazarı,Unpainted-Unchanging-Without Tramer
Honda,Civic,1.6 i-DTEC Executive,1220000,2019,135000.0,Beyaz,Tekirdağ,Çorlu,Unpainted-Unchanging-Without Tramer
Hyundai,i20,1.4 MPI Style,1035000,2023,34000.0,Beyaz,Tekirdağ,Çorlu,Unpainted-Unchanging-Without Tramer
